상세링크,이름,공고번호,해시태그,현 상황,임보종류,구조 지역,성별,중성화 여부,출생시기,몸무게,SNS,임보조건_지역,임보조건_임보 기간,임보조건_픽업,임보조건_기타 조건,이런_집도_가능해요,건강정보_접종 현황,건강정보_검사 현황,건강정보_병력 사항,건강정보_기타 사항,참고용정보_배변,참고용정보_산책,참고용정보_짖음,참고용정보_분리불안,참고용정보_털빠짐,참고용정보_스킨십,참고용정보_대인,참고용정보_대견,참고용정보_외동,참고용정보_대묘,책임자_제공_사항
https://www.pimfyvirus.com/search/01_v/2401/,미소,공고번호 : 2025-01-0838,"# 애교쟁이, # 사람좋아, # 조용조용, # 순둥이, # 산책최고",임보중,일반임보,청주시보호소,여,중성화 전,2022년 추정,8kg,링크 바로가기,"서울,충청도",3 개월 이상,방문 필수,,"1인 가구, 동거 커플",종합 코로나 광견접퐁완료,사상충검사 양성,사상충양성,검진필요해요,,4,2,3,3,5,5,3,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2400/,달,공고번호 : 2025-01-0837,"# 사람좋아, # 호기심천국, # 순둥이, # 산책최고, # 얼굴천재",임보가능,일반임보,경기 시흥,남,중성화 전,2024년 01월,15kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,4,4,,,,4,4,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2399/,푸린,공고번호 : 2025-01-0836,"# 애교쟁이, # 사람좋아, # 똑똑이, # 순둥이",임보중,릴레이임보,충남 홍성군,여,중성화 완,2022년 01월,5kg,링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정","25.05.02 종합백신 코로나 1차, 광견병
25.05.16 종합백신 코로나 2차",5/14 4dx 사상충양성,,,4,4,3,3,4,5,5,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2398/,하린,공고번호 : 2025-01-0835,"# 사람좋아, # 조용조용, # 순둥이, # 먹는거최고, # 독립심짱",임보중,릴레이임보,충남 홍성군,여,중성화 완,2022년 추정,5kg,링크 바로가기링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",5/16 종. 코 1차,"4dx검사 (아나플라즈마만 양성)
지알디아 음성",,,4,4,3,1,5,5,4,4,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2397/,로키,공고번호 : 2025-01-0834,"# 애교쟁이, # 사람좋아",임보중,일반임보,경기 시흥,남,중성화 전,2024년 07월,13kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,,,,,5,5,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2395/,이나,공고번호 : 2025-01-0833,"# 애교쟁이, # 사람좋아, # 순둥이, # 장난감최고",임보중,일반임보,경기 시흥,여,중성화 전,2024년 03월,14kg,,"전국,서울,경기",1 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,,,,,4,5,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2394/,똑똑하고 매너있는 하얀이,공고번호 : 2025-01-0832,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 순둥이",임보중,입양전제,경기도,남,중성화 완,2024년 11월,7kg,링크 바로가기,전국,2030 개월 이상,지원 가능,평생동안 가족으로 지켜 주실수 있는분이면 됩니다.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",접종완료,종합백신.광견병.코로나,없음,꼭 좋은 가족손을 잡게 해 주고 싶습니다.,5,5,4,5,1,5,5,2,2,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2393/,마루,공고번호 : 2025-01-0831,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 에너자이저",임보중,일반임보,가평,여,중성화 전,2025년 03월,3kg,링크 바로가기,"서울,경기",3 개월,지원 가능,,"원룸, 반려동물 무경험자, 동거 커플, 영유아 가정",2025년 4월 종합백신 접종,"2025년 5월 파보, 코로나, 홍역 음성",,,1,3,1,1,1,5,5,5,5,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2392/,짱구,공고번호 : 2025-01-0830,"# 사람좋아, # 친구좋아, # 호기심천국, # 꾸러기, # 에너자이저",임보가능,입양전제,전라북도 임실군,남,중성화 전,2025년 03월,9kg,,전국,5 개월 이상,방문 필수,"1. 아이의 남은 삶을 끝까지 책임지고 사랑으로 키워주실 분 만 연락주세요. 2. 가족 구성원 전원 동의 필요합니다. 3. 실외견, 마당견은 불가능 합니다. 4. 강아지에 대한 기본 지식이 있으신분 환영합니다. 5. 집 비우는 시간이 길면 불가능합니다. 6. 경제적으로 독립하신분만 가능합니다. 7. 미성년자 X , 동거 커플X, 1인가구는 25세 이상만 신청 가능합니다.",영유아 가정,"-약 4개월 후 중성화 예정
-1차, 2차 접종 완료",,,,,4,3,,3,4,4,4,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2391/,오레오,공고번호 : 2025-01-0829,"# 사람좋아, # 친구좋아, # 호기심천국, # 순둥이, # 장난감최고",임보중,입양전제,전라북도 임실군 운암면,여,중성화 전,2025년 03월,9kg,링크 바로가기,전국,5 개월 이상,방문 필수,"1. 아이의 남은 삶을 끝까지 책임지고 사랑으로 키워주실 분 만 연락주세요. 2. 가족 구성원 전원 동의 필요합니다. 3. 실외견, 마당견은 불가능 합니다. 4. 강아지에 대한 기본 지식이 있으신분 환영합니다. 5. 집 비우는 시간이 길면 불가능합니다. 6. 경제적으로 독립하신분만 가능합니다. 7. 미성년자 X , 동거 커플X, 1인가구는 25세 이상만 신청 가능합니다.","1인 가구, 영유아 가정","-약 4개월 후 중성화 예정
-1차, 2차 접종 완료","모두 음성, 건강",없음,"신중하게 생각하신 후 문의주세요
환경이 바뀔경우 성격/행동 등이 달라질 수 있습니다.",3,3,3,,3,5,5,5,,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2390/,네발친_쫄랑이,공고번호 : 2025-01-0828,"# 사람좋아, # 조용조용, # 똑똑이, # 산책최고, # 장난감최고",임보중,일반임보,경기도 양주,여,중성화 완,2021년 01월,22kg,링크 바로가기,전국,2 개월,지원 가능,,반려동물 무경험자,"2022.07.27 1차 접종 완료
2022.08.29 2차 접종 완료
2022.08.23 3차 접종 완료",,"2023년 3월 : 구조 당시 튀어나와 있는 두 눈에 시력이 없다는 판정을 받았어요. 그리고 시력이 없는 눈에 안압이 오르고 염증이 생길 수 있다는 수의사 선생님의 소견에 양안을 적출하는 수술을 받았습니다.
(*수술 후 2년이 지난 지금까지 아무 탈 없이 건강합니다. 따로 관리해주어야 한다거나 약을 먹어야 하는 일도 없습니다.)",,4,5,1,1,3,5,5,4,3,4,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2389/,백둥,공고번호 : 2025-01-0827,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 산책최고",임보중,일반임보,시흥시,남,중성화 전,2023년 추정,7kg,링크 바로가기,"서울,경기,강원도",3 개월,지원 가능,적극적인 소통이 가능하신분,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",보호소에서 기본접종을 완료했지만 나와서 추가 접종이 필요합니다!,,,,4,5,2,,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2388/,먹태,공고번호 : 2025-01-0826,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 순둥이",임보가능,일반임보,시흥시,남,중성화 전,2025년 01월,10kg,링크 바로가기,"서울,경기,강원도",3 개월,지원 가능,적극적인 소통이 가능하신분,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,2,2,2,,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2387/,머니,공고번호 : 2025-01-0825,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 꾸러기",임보중,일반임보,시흥시,여,중성화 전,2025년 추정,3kg,링크 바로가기,"서울,경기,강원도",3 개월,지원 가능,적극적인 소통이 가능하신분,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,2,3,1,2,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2386/,네발친_광복이,공고번호 : 2025-01-0824,"# 조용조용, # 시크도도, # 순둥이, # 먹는거최고, # 산책최고",임보중,일반임보,경기도 광명시,남,중성화 완,2023년 05월,9kg,링크 바로가기링크 바로가기,전국,2 개월,지원 가능,,반려동물 무경험자,"2024.04.22 종합백신, 코로나, 광견병 접종
2024.04.24 스케일링, 중성화 수술
2024.05.14 종합백신, 인플루엔자, 기관지 접종
2024.05.28 종합백신, 인플루엔자, 기관지 접종",,"2024.04.28 오른쪽 앞다리 골절로 인한 교정 수술 
*현재 완치하여 생활 또는 오랜시간 산책 또는 달리기에도 문제 없습니다 :)",,4,5,1,1,3,4,3,4,3,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2385/,감자,공고번호 : 2025-01-0823,"# 애교쟁이, # 친구좋아, # 소심소심, # 호기심천국, # 순둥이",임보중,긴급임보,김포 허산,여,중성화 완,2023년 07월,9kg,링크 바로가기,"서울,경기,충청도",1 개월,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플","- 중성화 완료, 접종 5차까지 모두 완료
- 호흡이 빠른 편 (검진 받아봤으나 건강에는 이상무, 성격 소심해서 그런 것 같다함)
- 넥스가드 복용 중 (마지막 복용 3/27)",,,,4,4,2,2,3,4,3,4,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2384/,숨숨이,공고번호 : 2025-01-0822,"# 소심소심, # 조용조용, # 시크도도, # 먹는거최고, # 독립심짱",임보중,긴급임보,충북 홍성,여,중성화 완,2023년 추정,5kg,링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2024.03. 종합+코로나+광견병 접종 완료,2024.03. 전염병 검진 완료. 심장사상충/아나플라즈마 양성,심장사상충/아나플라즈마 양성,,3,,2,,2,2,2,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2383/,하몽이,공고번호 : 2025-01-0821,"# 사람좋아, # 소심소심, # 조용조용, # 순둥이, # 독립심짱",임보중,릴레이임보,인천,남,중성화 완,2016년 09월,9kg,링크 바로가기링크 바로가기,"서울,경기",3 개월,지원 가능,"1인 가구면 여성만 가능해요, 알러지 없어야해요, 매일 산책 가능한 분","원룸, 1인 가구, 반려동물 무경험자","2025년에 종합백신, 캐니플루, 켄넬코프, 코로나, 광견병 접종 했어요",2024년 9월에 종합 건강검진과 스케일링 했어요,건강해요,"알러지가 있어서 알러지 사료 먹고 있어요
발사탕하면 넥카라 해주셔야 해요
산책 후 물로 발 닦아야 해요",4,4,1,1,3,4,4,3,3,5,"사료, 간식, 패드, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2381/,제니,공고번호 : 2025-01-0819,"# 순둥이, # 에너자이저",임보가능,긴급임보,경기도 김포시,여,중성화 전,2025년 01월,13kg,링크 바로가기,전국,1 개월 이상,지원 가능,산책 하루 2번 필수,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,,4,,,1,5,5,3,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2380/,봄,공고번호 : 2025-01-0818,"# 소심소심, # 조용조용, # 시크도도, # 순둥이, # 얼굴천재",임보가능,일반임보,경기도 포천시,여,중성화 완,2024년 09월,8kg,링크 바로가기,"서울,경기",240 개월,지원 가능,실외견으로 보내지 않습니다!,1인 가구,"접종완료, 넥스가드 매달 복용중
위탁처에 입소하기 전, 병원에서 건강검진과 각종 키트 검사를 진행했으며 모두 이상 없이 음성 판정을 받았어요.
중성화 완료!","기본신체검사 
혈액검사 
심장사상충+진드기검사 
분변검사
파보+코로나장염검사 
지알디아검사 
홍역+인플루엔자검사 

모두 이상없음!",없음,많은 친구들과 함께하는 위탁처 생활을 위하여 병원에서 꼼꼼하게 건강체크를 했습니다.,2,2,3,3,4,3,4,5,2,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2379/,까콩,공고번호 : 2025-01-0817,"# 애교쟁이, # 사람좋아, # 조용조용, # 산책최고, # 독립심짱",임보가능,긴급임보,함안,여,중성화 전,2021년 추정,10kg,링크 바로가기,"서울,경기,강원도,충청도,전라도,경상도",6 개월,지원 가능,"강아지가 많은집 불가 , 혹은 강아지가 있는집도 불가할 가능성 있음.","원룸, 1인 가구, 동거 커플, 영유아 가정",,"구조당시 코로나 , 전염병 검사 모두 음성
사상충 검사 양성 (치료완료)",,"처음에 짖을수 있음
어여삐 봐주세요
겁이 많아요",5,5,1,1,5,5,5,3,1,,"사료, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
